0009316001,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,김상조, [12-401:목(7)(8)],제12호관 컨벤션센터-401 영어랩실[12-401],강의(이론),N
0009316002,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,안수진, [12-402:목(7)(8)],제12호관 컨벤션센터-402 영어랩실[12-402],강의(이론),N
0009316003,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,김연정, [12-405:목(7)(8)],제12호관 컨벤션센터-405 영어랩실[12-405],강의(이론),N
0009316004,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,김정옥, [12-401:화(4)(5)],제12호관 컨벤션센터-401 영어랩실[12-401],강의(이론),N
0009316005,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,이은재, [12-402:화(4)(5)],제12호관 컨벤션센터-402 영어랩실[12-402],강의(이론),N
0009316006,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,안수진, [12-405:화(4)(5)],제12호관 컨벤션센터-405 영어랩실[12-405],강의(이론),N
0009316007,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,차현지, [12-406:화(4)(5)],제12호관 컨벤션센터-406 강의실(소)-3[12-406],강의(이론),N
0009316008,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,안수진, [12-401:수(4)(5)],제12호관 컨벤션센터-401 영어랩실[12-401],강의(이론),N
0009316009,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,김연정, [12-402:수(4)(5)],제12호관 컨벤션센터-402 영어랩실[12-402],강의(이론),N
0009316010,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,김정옥, [12-405:수(4)(5)],제12호관 컨벤션센터-405 영어랩실[12-405],강의(이론),N
0009316011,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,이은재, [12-401:목(4)(5)],제12호관 컨벤션센터-401 영어랩실[12-401],강의(이론),N
0009316012,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,김정옥, [12-402:목(4)(5)],제12호관 컨벤션센터-402 영어랩실[12-402],강의(이론),N
0009316013,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,김연정, [12-405:목(4)(5)],제12호관 컨벤션센터-405 영어랩실[12-405],강의(이론),N
0009316014,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,안수진, [12-406:목(4)(5)],제12호관 컨벤션센터-406 강의실(소)-3[12-406],강의(이론),N
0009316015,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,박효진, [12-401:월(7)(8)],제12호관 컨벤션센터-401 영어랩실[12-401],강의(이론),N
0009316016,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,차현지, [12-402:월(7)(8)],제12호관 컨벤션센터-402 영어랩실[12-402],강의(이론),N
0009316017,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,김상조, [12-405:월(7)(8)],제12호관 컨벤션센터-405 영어랩실[12-405],강의(이론),N
0009316018,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,최종욱, [12-406:월(7)(8)],제12호관 컨벤션센터-406 강의실(소)-3[12-406],강의(이론),N
0009316019,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,남정현, [12-401:화(7)(8)],제12호관 컨벤션센터-401 영어랩실[12-401],강의(이론),N
0009316020,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,차현지, [12-402:화(7)(8)],제12호관 컨벤션센터-402 영어랩실[12-402],강의(이론),N
0009316021,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,박효진, [12-405:화(7)(8)],제12호관 컨벤션센터-405 영어랩실[12-405],강의(이론),N
0009316022,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,김정옥, [12-406:화(7)(8)],제12호관 컨벤션센터-406 강의실(소)-3[12-406],강의(이론),N
0009316023,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,박효진, [12-401:월(4)(5)],제12호관 컨벤션센터-401 영어랩실[12-401],강의(이론),N
0009316024,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,차현지, [12-402:월(4)(5)],제12호관 컨벤션센터-402 영어랩실[12-402],강의(이론),N
0009316025,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,김상조, [12-405:월(4)(5)],제12호관 컨벤션센터-405 영어랩실[12-405],강의(이론),N
0009316026,학부,2025년도,2학기,기초교양,기초교양(학문의기초),1,Academic English,Academic English,2,1,35,최종욱, [12-406:월(4)(5)],제12호관 컨벤션센터-406 강의실(소)-3[12-406],강의(이론),N
